traj,tr,delay,mc,boot,gap_h_minus_t3,gap_h_minus_t3_ci_lo,gap_h_minus_t3_ci_hi,energy_relief,energy_relief_ci_lo,energy_relief_ci_hi,abs_relief,abs_relief_ci_lo,abs_relief_ci_hi,osc_change_pct,osc_change_pct_ci_lo,osc_change_pct_ci_hi,edot_change_pct,edot_change_pct_ci_lo,edot_change_pct_ci_hi,tail_delta,tail_delta_ci_lo,tail_delta_ci_hi,raw_cos_vel,raw_cos_vel_ci_lo,raw_cos_vel_ci_hi,mechanism_class_mean
circle,0.3,56,50,1000,-0.007765869567193589,-0.06130419795488278,0.0504017095769369,0.6093669118476678,0.585723795451272,0.631754011970844,0.4953450034182714,0.47283468950338553,0.5181272537313857,19.458797560799354,11.366507086765889,27.84062981277966,26.416949850970354,19.977054550932177,32.738645343521625,0.028145291005291003,0.006334656084656087,0.048768783068783066,-0.9810149657985464,-0.9818738472178737,-0.9802059701679292,harm_cost_dominance
circle,0.3,68,50,1000,0.5717106080937028,0.5362991457566127,0.6070935981020507,0.6504383763573643,0.6324493481987111,0.6699086378905291,0.547527478937495,0.5255290406288758,0.5723269741218147,-21.160526811897196,-22.719637599909206,-19.591170737435974,-12.607347484055001,-13.878611439847301,-11.256636083139616,-0.04777021164021164,-0.048603306878306884,-0.04689404761904761,-0.9780716076878953,-0.97881549772484,-0.9773117058921866,benefit
circle,0.4,0,50,1000,-0.0033762639166733457,-0.006061320540441599,-0.0004136587217120965,0.5673075317816512,0.5639049489728443,0.5708680276079228,0.40769711436388356,0.405272182123878,0.41028052276220434,14.104158927324505,13.221103510102248,15.0166143688132,196.0809502958995,194.6592027446557,197.5044112578986,0.002870306878306877,-0.0012489417989417994,0.006879232804232797,-0.9858870303122358,-0.9863329170893518,-0.9854135925990174,harm_cost_dominance
circle,0.4,8,50,1000,-0.004720232754538559,-0.010603504197166096,0.001440723864697829,0.5216529721232814,0.5130828295599456,0.5297770632032079,0.3660051704854239,0.35813233620059215,0.37334688188726095,6.88310205919941,4.203371681990486,9.750319861665226,112.81758373545479,109.98004340454438,115.62738654193937,0.010790597883597883,0.00689298941798942,0.014594179894179889,-0.9924151420107261,-0.9926706289087386,-0.9921447071077244,harm_cost_dominance
circle,0.4,18,50,1000,0.12738604059994446,0.11780029617585838,0.1369286426019721,0.6181117091111727,0.6109813824449898,0.6252300286161694,0.3922015666051784,0.3834960123459744,0.4009117812098358,-4.388297319053311,-9.313855961914959,1.080688413488137,79.74517701232692,74.15962876405807,85.323084915275,-0.030993079365079366,-0.0346255291005291,-0.02688835978835979,-0.9925677333569619,-0.992780707767695,-0.9923451678033831,benefit
circle,0.4,26,50,1000,0.2278584884515935,0.21603917390086808,0.2386086126493871,0.27310402420344077,0.26358643817966176,0.28252717580778414,0.1182048578303344,0.10796702130398708,0.12827303974159648,-18.303090606875365,-20.360862133217392,-15.980370598626838,66.40457180798691,63.699595594378934,69.37690595614093,-0.04859024867724868,-0.04912169312169312,-0.04796812169312169,-0.9904399917583063,-0.9907399759391359,-0.9901491420000835,benefit
circle,0.4,34,50,1000,0.679065534612236,0.667137169984532,0.6901660570548449,0.2705535632425881,0.26698459922187007,0.27396091014444807,0.127278572149779,0.12285456051891558,0.13158211998595987,-67.3617368748688,-68.25664888605039,-66.48442496181694,21.415280375550573,19.899098759146803,22.95438496903469,-0.049997497354497364,-0.05,-0.049989417989417986,-0.9882784722543279,-0.9887557597042023,-0.9877671145130297,benefit
circle,0.4,44,50,1000,0.25523885298065,0.22615185586981118,0.2868410516625326,0.2780376097007802,0.26633102510460016,0.28952422489074525,0.17460691200486206,0.16716482656665546,0.18204593271762703,-12.831067916702759,-16.485193162280183,-9.318220737071098,39.249333346608175,35.049267887504655,42.842379794993995,-0.0325655291005291,-0.03749986772486773,-0.0277234126984127,-0.9915931609303563,-0.9919049159236387,-0.9912792415972014,benefit
circle,0.4,56,50,1000,0.19992523808388502,0.13548192808326628,0.26413763459311984,0.23929982070653927,0.22713824391554346,0.2522710978580334,0.16988669616867613,0.15990329175783496,0.17928351109455157,9.578791919425264,1.3672338221976195,18.701606454592007,37.263370982621296,29.862459953496916,45.55529127112357,-0.02213992592592593,-0.036938888888888896,-0.0035321428571428604,-0.9912494798107407,-0.9915499373199589,-0.9909680776314327,benefit
circle,0.4,68,50,1000,1.4351966894161314,1.3910587655424476,1.4789626496928767,0.09489469374436135,0.0864782873052567,0.10405609517689109,0.05112412161182248,0.04229505518200146,0.05980281207336832,-51.067629818571135,-52.79000054404278,-49.27922651540388,-21.787402408649868,-22.645307407336986,-20.830457183463356,-0.04999749735449737,-0.05,-0.049984126984126985,-0.9891641325939661,-0.9896450922839412,-0.9887024685478286,benefit
