base_condition_id,paired_id,q_dirs,traj,tr,delay,rep,rmse_t3,rmse_honest,rmse_gap_t3_minus_honest
sscrn_lemniscate_tr0.25_d34_rep1,sscrn_lemniscate_tr0.25_d34_rep1_q16,16,lemniscate,0.25,34,1,1.2971722595098738,1.6254881434639483,-0.3283158839540745
sscrn_lemniscate_tr0.25_d34_rep2,sscrn_lemniscate_tr0.25_d34_rep2_q4,4,lemniscate,0.25,34,2,1.5699067939108362,1.5965401759295772,-0.026633382018740992
sscrn_lemniscate_tr0.25_d34_rep2,sscrn_lemniscate_tr0.25_d34_rep2_q8,8,lemniscate,0.25,34,2,1.4164448904269704,1.5647568972431782,-0.14831200681620782
sscrn_lemniscate_tr0.25_d34_rep2,sscrn_lemniscate_tr0.25_d34_rep2_q16,16,lemniscate,0.25,34,2,1.2987486357872071,1.6177608222724513,-0.3190121864852442
sscrn_lemniscate_tr0.25_d34_rep3,sscrn_lemniscate_tr0.25_d34_rep3_q4,4,lemniscate,0.25,34,3,1.558879868264584,1.6376278054049345,-0.07874793714035055
sscrn_lemniscate_tr0.25_d34_rep3,sscrn_lemniscate_tr0.25_d34_rep3_q8,8,lemniscate,0.25,34,3,1.4364732131445643,1.594706106837896,-0.1582328936933317
sscrn_lemniscate_tr0.25_d34_rep3,sscrn_lemniscate_tr0.25_d34_rep3_q16,16,lemniscate,0.25,34,3,1.2834940337764207,1.615075924434382,-0.3315818906579613
sscrn_lemniscate_tr0.25_d34_rep4,sscrn_lemniscate_tr0.25_d34_rep4_q4,4,lemniscate,0.25,34,4,1.4528327926164657,1.7070947774373453,-0.2542619848208796
sscrn_lemniscate_tr0.25_d34_rep4,sscrn_lemniscate_tr0.25_d34_rep4_q8,8,lemniscate,0.25,34,4,1.3692520947659312,1.594300976096153,-0.22504888133022183
sscrn_lemniscate_tr0.25_d34_rep4,sscrn_lemniscate_tr0.25_d34_rep4_q16,16,lemniscate,0.25,34,4,1.2955083009041886,1.5931746663330304,-0.29766636542884184
sscrn_lemniscate_tr0.25_d34_rep5,sscrn_lemniscate_tr0.25_d34_rep5_q4,4,lemniscate,0.25,34,5,1.6304306167365175,1.6321011390177425,-0.0016705222812249954
sscrn_lemniscate_tr0.25_d34_rep5,sscrn_lemniscate_tr0.25_d34_rep5_q8,8,lemniscate,0.25,34,5,1.4130190413044235,1.6126320304794013,-0.19961298917497783
sscrn_lemniscate_tr0.25_d34_rep5,sscrn_lemniscate_tr0.25_d34_rep5_q16,16,lemniscate,0.25,34,5,1.2921613354653598,1.6278301246523166,-0.33566878918695675
sscrn_lemniscate_tr0.25_d34_rep6,sscrn_lemniscate_tr0.25_d34_rep6_q4,4,lemniscate,0.25,34,6,1.418804095791957,1.6638586883251048,-0.24505459253314776
sscrn_lemniscate_tr0.25_d34_rep6,sscrn_lemniscate_tr0.25_d34_rep6_q8,8,lemniscate,0.25,34,6,1.3885008913693806,1.5663337359761362,-0.17783284460675564
sscrn_lemniscate_tr0.25_d34_rep6,sscrn_lemniscate_tr0.25_d34_rep6_q16,16,lemniscate,0.25,34,6,1.299752216085108,1.612294686284425,-0.3125424701993169
sscrn_lemniscate_tr0.25_d34_rep7,sscrn_lemniscate_tr0.25_d34_rep7_q4,4,lemniscate,0.25,34,7,1.5856836446356406,1.693665571262154,-0.1079819266265134
sscrn_lemniscate_tr0.25_d34_rep7,sscrn_lemniscate_tr0.25_d34_rep7_q8,8,lemniscate,0.25,34,7,1.199869429883831,1.5944082088069793,-0.39453877892314826
sscrn_lemniscate_tr0.25_d34_rep7,sscrn_lemniscate_tr0.25_d34_rep7_q16,16,lemniscate,0.25,34,7,1.3075376009374842,1.6303577630364523,-0.32282016209896813
sscrn_lemniscate_tr0.35_d12_rep0,sscrn_lemniscate_tr0.35_d12_rep0_q4,4,lemniscate,0.35,12,0,0.7578658821533472,0.82237305680775,-0.06450717465440281
sscrn_lemniscate_tr0.35_d12_rep0,sscrn_lemniscate_tr0.35_d12_rep0_q8,8,lemniscate,0.35,12,0,0.9687428655328422,0.596564960119993,0.3721779054128491
sscrn_lemniscate_tr0.35_d12_rep0,sscrn_lemniscate_tr0.35_d12_rep0_q16,16,lemniscate,0.35,12,0,1.0311536572451847,0.6168517421142042,0.41430191513098047
sscrn_lemniscate_tr0.35_d12_rep1,sscrn_lemniscate_tr0.35_d12_rep1_q4,4,lemniscate,0.35,12,1,1.1747451810680176,0.8207520707859004,0.3539931102821172
sscrn_lemniscate_tr0.35_d12_rep1,sscrn_lemniscate_tr0.35_d12_rep1_q8,8,lemniscate,0.35,12,1,0.40971314794577895,0.5951428736615396,-0.18542972571576066
sscrn_lemniscate_tr0.35_d12_rep1,sscrn_lemniscate_tr0.35_d12_rep1_q16,16,lemniscate,0.35,12,1,0.4860453151875147,0.6230195577081633,-0.1369742425206486
sscrn_lemniscate_tr0.35_d12_rep2,sscrn_lemniscate_tr0.35_d12_rep2_q4,4,lemniscate,0.35,12,2,0.8238514349511716,0.820009767805223,0.0038416671459485796
sscrn_lemniscate_tr0.35_d12_rep2,sscrn_lemniscate_tr0.35_d12_rep2_q8,8,lemniscate,0.35,12,2,1.217218019329721,0.5975782110004124,0.6196398083293087
sscrn_lemniscate_tr0.35_d12_rep2,sscrn_lemniscate_tr0.35_d12_rep2_q16,16,lemniscate,0.35,12,2,0.736858017987406,0.9698949388340364,-0.2330369208466304
sscrn_lemniscate_tr0.35_d12_rep3,sscrn_lemniscate_tr0.35_d12_rep3_q4,4,lemniscate,0.35,12,3,1.256835618232608,0.8245171634124835,0.43231845482012443
sscrn_lemniscate_tr0.35_d12_rep3,sscrn_lemniscate_tr0.35_d12_rep3_q8,8,lemniscate,0.35,12,3,0.9564413445001833,0.5932851245905464,0.36315621990963687
sscrn_lemniscate_tr0.35_d12_rep3,sscrn_lemniscate_tr0.35_d12_rep3_q16,16,lemniscate,0.35,12,3,0.7092809312372441,0.6153581219308708,0.09392280930637331
sscrn_lemniscate_tr0.35_d12_rep4,sscrn_lemniscate_tr0.35_d12_rep4_q4,4,lemniscate,0.35,12,4,0.7439238468127302,0.8201409409292778,-0.07621709411654765
sscrn_lemniscate_tr0.35_d12_rep4,sscrn_lemniscate_tr0.35_d12_rep4_q8,8,lemniscate,0.35,12,4,0.3933519919033057,0.5925288245428835,-0.19917683263957775
sscrn_lemniscate_tr0.35_d12_rep4,sscrn_lemniscate_tr0.35_d12_rep4_q16,16,lemniscate,0.35,12,4,1.2080995516335353,0.9613379189419917,0.2467616326915436
sscrn_lemniscate_tr0.35_d12_rep5,sscrn_lemniscate_tr0.35_d12_rep5_q4,4,lemniscate,0.35,12,5,1.2426568947223668,0.8199849893784574,0.4226719053439094
sscrn_lemniscate_tr0.35_d12_rep5,sscrn_lemniscate_tr0.35_d12_rep5_q8,8,lemniscate,0.35,12,5,1.0869700171207086,0.5958697028061734,0.49110031431453527
sscrn_lemniscate_tr0.35_d12_rep5,sscrn_lemniscate_tr0.35_d12_rep5_q16,16,lemniscate,0.35,12,5,1.2530657995702423,0.5824912323949653,0.6705745671752771
sscrn_lemniscate_tr0.35_d12_rep6,sscrn_lemniscate_tr0.35_d12_rep6_q4,4,lemniscate,0.35,12,6,0.6331216597728804,0.8230886641519988,-0.1899670043791184
sscrn_lemniscate_tr0.35_d12_rep6,sscrn_lemniscate_tr0.35_d12_rep6_q8,8,lemniscate,0.35,12,6,1.2409802477115386,0.6120665943258149,0.6289136533857237
sscrn_lemniscate_tr0.35_d12_rep6,sscrn_lemniscate_tr0.35_d12_rep6_q16,16,lemniscate,0.35,12,6,0.22786357980096072,0.580705797577439,-0.3528422177764783
sscrn_lemniscate_tr0.35_d12_rep7,sscrn_lemniscate_tr0.35_d12_rep7_q4,4,lemniscate,0.35,12,7,1.0466660358927975,0.820458963673573,0.22620707221922454
sscrn_lemniscate_tr0.35_d12_rep7,sscrn_lemniscate_tr0.35_d12_rep7_q8,8,lemniscate,0.35,12,7,0.9550070548120883,0.5954810773724027,0.3595259774396855
sscrn_lemniscate_tr0.35_d12_rep7,sscrn_lemniscate_tr0.35_d12_rep7_q16,16,lemniscate,0.35,12,7,0.22439560448341042,0.5820434226627659,-0.3576478181793554
sscrn_lemniscate_tr0.35_d34_rep0,sscrn_lemniscate_tr0.35_d34_rep0_q4,4,lemniscate,0.35,34,0,1.4728824985507025,1.680077928946539,-0.20719543039583654
sscrn_lemniscate_tr0.35_d34_rep0,sscrn_lemniscate_tr0.35_d34_rep0_q8,8,lemniscate,0.35,34,0,1.1692980915729807,1.5983865325184408,-0.42908844094546006
sscrn_lemniscate_tr0.35_d34_rep0,sscrn_lemniscate_tr0.35_d34_rep0_q16,16,lemniscate,0.35,34,0,1.0848539796092558,1.605345056900923,-0.5204910772916673
sscrn_lemniscate_tr0.35_d34_rep1,sscrn_lemniscate_tr0.35_d34_rep1_q4,4,lemniscate,0.35,34,1,1.3228982128469906,1.6702688328437727,-0.3473706199967821
sscrn_lemniscate_tr0.35_d34_rep1,sscrn_lemniscate_tr0.35_d34_rep1_q8,8,lemniscate,0.35,34,1,1.1127442682740007,1.5976957225635706,-0.48495145428956987
sscrn_lemniscate_tr0.35_d34_rep1,sscrn_lemniscate_tr0.35_d34_rep1_q16,16,lemniscate,0.35,34,1,1.0270925705564686,1.608697666482172,-0.5816050959257033
sscrn_lemniscate_tr0.35_d34_rep2,sscrn_lemniscate_tr0.35_d34_rep2_q4,4,lemniscate,0.35,34,2,1.5690070250711021,1.620114738310524,-0.05110771323942198
sscrn_lemniscate_tr0.35_d34_rep2,sscrn_lemniscate_tr0.35_d34_rep2_q8,8,lemniscate,0.35,34,2,1.0964108500883645,1.6050980942630646,-0.5086872441747001
sscrn_lemniscate_tr0.35_d34_rep2,sscrn_lemniscate_tr0.35_d34_rep2_q16,16,lemniscate,0.35,34,2,1.0282892932057757,1.6056558419589457,-0.5773665487531701
sscrn_lemniscate_tr0.35_d34_rep3,sscrn_lemniscate_tr0.35_d34_rep3_q4,4,lemniscate,0.35,34,3,1.4915675728143396,1.7029337799341344,-0.2113662071197948
sscrn_lemniscate_tr0.35_d34_rep3,sscrn_lemniscate_tr0.35_d34_rep3_q8,8,lemniscate,0.35,34,3,1.1902066173418044,1.6202196566219285,-0.430013039280124
sscrn_lemniscate_tr0.35_d34_rep3,sscrn_lemniscate_tr0.35_d34_rep3_q16,16,lemniscate,0.35,34,3,1.031296083283245,1.6065767166966656,-0.5752806334134206
sscrn_lemniscate_tr0.35_d34_rep4,sscrn_lemniscate_tr0.35_d34_rep4_q4,4,lemniscate,0.35,34,4,1.337839369697426,1.699617405985798,-0.361778036288372
sscrn_lemniscate_tr0.35_d34_rep4,sscrn_lemniscate_tr0.35_d34_rep4_q8,8,lemniscate,0.35,34,4,1.2627374996045448,1.6033333980869284,-0.3405958984823836
sscrn_lemniscate_tr0.35_d34_rep4,sscrn_lemniscate_tr0.35_d34_rep4_q16,16,lemniscate,0.35,34,4,0.9965915079640387,1.6145751514075097,-0.617983643443471
sscrn_lemniscate_tr0.35_d34_rep5,sscrn_lemniscate_tr0.35_d34_rep5_q4,4,lemniscate,0.35,34,5,1.29693444948243,1.7097653679309135,-0.4128309184484835
sscrn_lemniscate_tr0.35_d34_rep5,sscrn_lemniscate_tr0.35_d34_rep5_q8,8,lemniscate,0.35,34,5,1.1864558456049237,1.5743672066680445,-0.38791136106312085
sscrn_lemniscate_tr0.35_d34_rep5,sscrn_lemniscate_tr0.35_d34_rep5_q16,16,lemniscate,0.35,34,5,1.0259696399987963,1.6128497112033662,-0.5868800712045699
sscrn_lemniscate_tr0.35_d34_rep6,sscrn_lemniscate_tr0.35_d34_rep6_q4,4,lemniscate,0.35,34,6,1.4740145581754966,1.6301445010767854,-0.1561299429012888
sscrn_lemniscate_tr0.35_d34_rep6,sscrn_lemniscate_tr0.35_d34_rep6_q8,8,lemniscate,0.35,34,6,1.1854154596623876,1.587917745083394,-0.4025022854210063
sscrn_lemniscate_tr0.35_d34_rep6,sscrn_lemniscate_tr0.35_d34_rep6_q16,16,lemniscate,0.35,34,6,1.0179892134702362,1.6312898384629502,-0.613300624992714
sscrn_lemniscate_tr0.35_d34_rep7,sscrn_lemniscate_tr0.35_d34_rep7_q4,4,lemniscate,0.35,34,7,1.3927162528796573,1.6996927887068607,-0.3069765358272034
sscrn_lemniscate_tr0.35_d34_rep7,sscrn_lemniscate_tr0.35_d34_rep7_q8,8,lemniscate,0.35,34,7,1.0947901067824204,1.5896823609122748,-0.4948922541298544
sscrn_lemniscate_tr0.35_d34_rep7,sscrn_lemniscate_tr0.35_d34_rep7_q16,16,lemniscate,0.35,34,7,0.9874281258606015,1.5979086377356906,-0.6104805118750891
